begin HEADER
  File_ID = "H2O Constrint Covariance Matrix"
  File_Creation = "Tue Apr 25 12:15:16 PDT 2006"
  File_Type = "Matrix"
  Num_Rows = 12
  Num_Columns = 12
end HEADER
  9.005215E-14   1.182181E-19   3.176276E-14   8.458337E-14   9.656762E-12   3.200318E-11   9.126047E-11   2.304872E-10   3.191533E-10   4.066901E-10   4.531537E-10   3.554636E-10
  1.182181E-19   2.771056E-24   5.731471E-19  -1.671531E-18  -1.515244E-17   7.851878E-17   6.309417E-16   1.442223E-15   2.079368E-15   3.274872E-15   4.029017E-15   3.580869E-15
  3.176276E-14   5.731471E-19   1.233596E-13   1.941201E-14  -1.220279E-12   2.171866E-11   1.321051E-10   3.017022E-10   4.193030E-10   6.753089E-10   8.350357E-10   7.287542E-10
  8.458337E-14  -1.671531E-18   1.941201E-14   1.914227E-10   2.543254E-09   6.284350E-09   9.232517E-09   7.594214E-09   5.126997E-09   9.945147E-09   9.054979E-09   2.861900E-09
  9.656762E-12  -1.515244E-17  -1.220279E-12   2.543254E-09   8.789412E-08   1.917023E-07   2.582244E-07   2.282778E-07   2.718622E-07   3.483138E-07   3.400021E-07   2.253906E-07
  3.200318E-11   7.851878E-17   2.171866E-11   6.284350E-09   1.917023E-07   5.197833E-07   9.234125E-07   1.123146E-06   1.169105E-06   1.207408E-06   1.236302E-06   9.803393E-07
  9.126047E-11   6.309417E-16   1.321051E-10   9.232517E-09   2.582244E-07   9.234125E-07   2.455190E-06   4.064115E-06   4.471111E-06   4.056160E-06   4.206794E-06   3.699255E-06
  2.304872E-10   1.442223E-15   3.017022E-10   7.594214E-09   2.282778E-07   1.123146E-06   4.064115E-06   8.576099E-06   1.012623E-05   8.625347E-06   9.058161E-06   8.189651E-06
  3.191533E-10   2.079368E-15   4.193030E-10   5.126997E-09   2.718622E-07   1.169105E-06   4.471111E-06   1.012623E-05   1.551814E-05   1.285698E-05   1.307689E-05   1.158121E-05
  4.066901E-10   3.274872E-15   6.753089E-10   9.945147E-09   3.483138E-07   1.207408E-06   4.056160E-06   8.625347E-06   1.285698E-05   1.432983E-05   1.496650E-05   1.253226E-05
  4.531537E-10   4.029017E-15   8.350357E-10   9.054979E-09   3.400021E-07   1.236302E-06   4.206794E-06   9.058161E-06   1.307689E-05   1.496650E-05   1.782089E-05   1.630800E-05
  3.554636E-10   3.580869E-15   7.287542E-10   2.861900E-09   2.253906E-07   9.803393E-07   3.699255E-06   8.189651E-06   1.158121E-05   1.253226E-05   1.630800E-05   1.621931E-05
